Tiêu đề,Đường trước nhà,Số tầng,Số phòng ngủ,Chỗ để xe,Giá,Diện tích,Kích thước,Ngày đăng,Địa chỉ
"Vị trí đẹp , nhà đẹp , cách MT vài bước chân , CMT8 quận 3",2m,2.0,3.0,Không,"4,9 tỷ",49 m²,4x12m,07/10/2025,"Đường Cách Mạng Tháng 8, Phường Nhiêu Lộc, Hồ Chí Minh"
"SỞ HỮU NGAY NHÀ 70m2 GIÁ 5tỷ350 ĐƯỜNG PHAN VĂN TRỊ - GÒ VẤP, SỔ HỒNG RIÊNG",6m,3.0,4.0,Có,"5,35 tỷ",70 m²,5x14m,07/10/2025,"Đường Phan Văn Trị, Phường An Nhơn, Hồ Chí Minh"
Ngộp vốn bán gấp nhà mặt tiền đường Nguyễn Trọng Tuyển-Phú Nhuận giá 5tỷ330/70m2 sổ hồng,10m,3.0,4.0,Có,"5,33 tỷ",70 m²,5x14m,07/10/2025,"Đường Nguyễn Trọng Tuyển, Phường Phú Nhuận, Hồ Chí Minh"
Chính Chủ Bán Gấp Nhà Đường Nguyễn Cửu Phú - Bình Chánh - Sổ Riêng,6m,1.0,2.0,Có,"1,2 tỷ",80 m²,4x20m,07/10/2025,"Đường Nguyễn Cửu Phú, Xã Tân Nhựt, Hồ Chí Minh"
"Kẹt vốn kinh doanh bán lại lô đất 151m2 giá 790tr, Tân Thông Hội Củ Chi, Sổ hồng riêng",8m,,,Không,790 triệu,151 m²,5x30m,07/10/2025,"Đường Liêu Bình Hương, Xã Củ Chi, Hồ Chí Minh"
"BÁN NHÀ MỚI ĐẸP, P15 Tân Bình, ngay khu VIP 133 Cống Lở, full nội thất, hẻm xe hơi !!!!!!!",4m,3.0,4.0,Có,"6,979 tỷ",55 m²,"4,1x14m",07/10/2025,"Đường Cống Lở, Phường Tân Sơn, Hồ Chí Minh"
"Ngộp ngân hàng nên bán gấp căn nhà ở Thị Trấn Hóc Môn, DT 100m2, Giá 1 tỷ 050.",5m,1.0,3.0,Không,"1,05 tỷ",100 m²,5x20m,07/10/2025,"Đường Lê Lợi, Xã Hóc Môn, Hồ Chí Minh"
"Chồng ngoại tình vợ bán nhà gấp để về quê ngoại, nhà ở Bà Điểm- Hóc Môn. DT 80m2, Giá 810",5m,,2.0,Không,810 triệu,80 m²,5x16m,07/10/2025,"Đường Bà Điểm 5, Xã Bà Điểm, Hồ Chí Minh"
"Bán nhà hẻm xe hơi 61 Bình Gĩa P13 Q.TB - DT: 5mx16m - 4 tầng mới -giá 14,5 tỷ TL",8m,4.0,4.0,Có,"14,5 tỷ",80 m²,5x16m,07/10/2025,"Đường Bình Giã, Phường Tân Bình, Hồ Chí Minh"
BÁN KHÁCH SẠN ĐƯỜNG NƠ TRANG LONG & NGUYỄN XÍ 7 TẦNG GIÁ 63TỶ,30m,7.0,24.0,Có,63 tỷ,210 m²,"6,3x24m",07/10/2025,"Đường Nguyễn Xí, Phường Bình Thạnh, Hồ Chí Minh"
Đất mặt tiền nhựa gần chợ Tân Phú Trung Củ Chi 140m2 giá 1 tỷ 200tr,8m,,,Không,"1,2 tỷ",141 m²,5x28m,07/10/2025,"Đường số 79, Xã Củ Chi, Hồ Chí Minh"
Chính chủ bán nhà MT Huỳnh Văn Bánh PN (6.2x15m 85m2) 3 tầng HĐT 50tr/tháng,15m,3.0,4.0,Có,"35,8 tỷ",85 m²,"6,2x15m",07/10/2025,"Đường Huỳnh Văn Bánh, Phường Phú Nhuận, Hồ Chí Minh"
"MT Trường Sa ,Bình Thanh ,CN 120m2 ,Giá Chỉ 39 ty",20m,5.0,8.0,Có,39 tỷ,120 m²,6x18m,07/10/2025,"Đường Trường Sa, Phường Thạnh Mỹ Tây, Hồ Chí Minh"
"Bán đất dự án Sở Văn Hóa Thông Tin, Quận 9, TP Thủ Đức. giá đầu tư",12m,,,Không,67 triệu / m²,90 m²,6x15m,07/10/2025,"Đường Liên Phường, Phường Long Trường, Hồ Chí Minh"
"Chính chủ bán gấp nhà 2 mặt tiền đường Cộng Hòa,Q Tân Bình, Diện tích 7x30m, Vị trí vàng",40m,1.0,1.0,Không,48 tỷ,200 m²,7x30m,07/10/2025,"Đường Cộng Hòa, Phường Tân Bình, Hồ Chí Minh"
"KDC TÂN PHÚ TRUNG LIỀN KỀ VIN CỦ CHI, SỔ HỒNG RIÊNG, XÂY TỰ DO 1,9TỶ/NỀN",12m,,,Không,"1,9 tỷ",100 m²,5x20m,06/10/2025,"Đường Cây Da, Xã Củ Chi, Hồ Chí Minh"
"Siêu Phẩm Tòa Nhà CHDV An Dương Vương, Q.5 Dòng Tiền Cao, Vị Trí Trung Tâm, Giá Cực Tốt!",8m,8.0,33.0,Không,40 tỷ,107 m²,"6,4x18,3m",06/10/2025,"Đường An Dương Vương, Phường Chợ Quán, Hồ Chí Minh"
"MT Sát Q1 ,Lê Văn Duyệt ,Bình Thạnh ,Giá chỉ 24ty",30m,5.0,7.0,Không,24 tỷ,74 m²,4x13m,06/10/2025,"Đường Lê Văn Duyệt, Phường Gia Định, Hồ Chí Minh"
Bán Nền Đất KDC Tây Lân - 50m2 Sổ Hồng Riêng Hẻm Oto 7m,7m,,,Không,"3,2 tỷ",50 m²,5x10m,06/10/2025,"Đường Tây Lân, Phường Tân Tạo, Hồ Chí Minh"
"Bán gấp 104C đường số 23, Phường 11, Quận 6, DT: 4 x 31, 4 tầng, giá 23.5 tỷ",30m,4.0,7.0,Không,"23,5 tỷ",123 m²,4x31m,05/10/2025,"Đường số 23, Phường Bình Phú, Hồ Chí Minh"
"Bán gấp mặt tiền Hai Bà Trưng, P6, Quận 3 - DT 8x30m - hầm, 10 tầng - giá 158 tỷ",30m,11.0,10.0,Không,158 tỷ,240 m²,,05/10/2025,"Đường Hai Bà Trưng, Phường Xuân Hòa, Hồ Chí Minh"
"NHÀ BÁN: HXH, QL13, 80M2, 5 TẦNG, MỚI TOANH_ DÒNG TIỀN GẦN 30TR/TH_GIÁ 6,9 TỶ",6m,4.0,7.0,Không,"6,9 tỷ",80 m²,"6,3x13m",05/10/2025,"Quốc Lộ 13, Phường Hiệp Bình, Hồ Chí Minh"
"Cần Bán Biệt Thự Cao Thắng, Phường 5, Quận 3, Ngang 13mx18m, 4 Tầng, GÍA 80 TỶ",12m,4.0,6.0,Có,80 tỷ,240 m²,13x18m,04/10/2025,"Đường Cao Thắng, Phường Bàn Cờ, Hồ Chí Minh"
"BÁN NHÀ 2 MẶT TIỀN HOÀNG HOA THÁM 13,5 X 28 CN 310M2",30m,1.0,1.0,Không,100 tỷ,310 m²,"13,5x28m",29/09/2025,"Đường Hoàng Hoa Thám, Phường Gia Định, Hồ Chí Minh"
"BÁN TÒA NHÀ MẶT TIỀN PHAN XÍCH LONG 9,25 X 30 HẦM 9 LẦU 95 TỈ",25m,9.0,1.0,Không,95 tỷ,1496 m²,"9,52x30m",29/09/2025,"Đường Phan Xích Long, Phường Cầu Kiệu, Hồ Chí Minh"
"CHÍNH CHỦ CẦN BÁN NHÀ ĐƯỜNG SỐ 16A, KP11, P BÌNH HƯNG HÒA A, QUẬN BÌNH TÂN, HCM",,,,Không,"9,5 tỷ",136 m²,,18/07/2022,"Đường Số 16A, Phường Bình Hưng Hòa, Hồ Chí Minh"
"Bán nhà ( 8 X 12 ) Lê Văn Quới Hẻm xe hơi vào nhà, 4 tầng nội thất nhập khẩu giá 7,7 tỷ.",6m,3.0,4.0,Có,"7,7 tỷ",88 m²,8x12m,08/10/2025,"Đường Lê Văn Quới, Phường Bình Tân, Hồ Chí Minh"
BÁN NHÀ MTKD SÁT CV LÀNG HOA GÒ VẤP- XE HƠI ĐỔ CỬA - 5 TẦNG - 4Mx20M - NHỈNH 6 TỶ,4m,5.0,4.0,Có,"6,8 tỷ",80 m²,4x20m,08/10/2025,"Đường số 18, Phường Thông Tây Hội, Hồ Chí Minh"
Chính Chủ Bán Gấp-Nhà 4 Tầng BTCT-Ô tô Ngủ Nhà-Nguyễn Thị Búp-Hiệp Thành-CHỉ 6.18T,7m,3.0,3.0,Có,"6,18 tỷ",76 m²,"4,02x19,1m",08/10/2025,"Đường Nguyễn Thị Búp, Phường Tân Thới Hiệp, Hồ Chí Minh"
Chỉ nhỉnh 6 tỷ có nhà Hẻm xe hơi 5m ngay Sân bay Phổ Quang - Tân Bình - 2 tầng - Nhà mới,5m,1.0,2.0,Không,6 tỷ,43 m²,,08/10/2025,"Đường Phổ Quang, Phường Tân Sơn Hòa, Hồ Chí Minh"
Chỉ 7.65 tỷ - 90m2 đất - có nhà ngay chợ Bà Chiểu - Phan Văn Trị - trung tâm Bình Thạnh,3m,1.0,2.0,Không,"7,65 tỷ",90 m²,"5,5x14m",08/10/2025,"Đường Phan Văn Trị, Phường Bình Lợi Trung, Hồ Chí Minh"
Chỉ nhỉnh 30 tỷ có Nhà 4 tầng Mặt tiền Lý Thường Kiệt - ngay chợ Tân Bình - Dt 4x32m,20m,3.0,3.0,Không,30 tỷ,130 m²,4x32m,08/10/2025,"Đường Lý Thường Kiệt, Phường Tân Hòa, Hồ Chí Minh"
"Chỉ nhỉnh 8,5 tỷ có ngay mặt tiền sân bay ngay lối vào nhà ga T3 Hoàng Hoa Thám - Tân Bình",20m,1.0,1.0,Không,"8,5 tỷ",55 m²,,08/10/2025,"Đường Hoàng Hoa Thám, Phường Tân Bình, Hồ Chí Minh"
"Nhỉnh 5,6 tỷ - Nhà Trường Chinh - Bàu Cát - Tân Bình - 4.2x10m - 2 tầng",3m,1.0,2.0,Không,"5,6 tỷ",42 m²,"4,2x10m",08/10/2025,"Đường Trường Chinh, Phường Tân Bình, Hồ Chí Minh"
Chỉ nhỉnh 23 tỷ - ngay sân bay - Bạch Đằng - Quận Tân Bình - 13x11m - GPXD: Hầm 6 Lầu,10m,1.0,1.0,Không,23 tỷ,140 m²,13x11m,08/10/2025,"Đường Bạch Đằng, Phường Tân Sơn Hòa, Hồ Chí Minh"
PHÁT MÃI DÃY TRỌ 16 PHÒNG NGAY KCN BONCHEN GIÁ 935TR THU NHẬP 25TR/THÁNG,5m,,16.0,Có,935 triệu,300 m²,10x30m,08/10/2025,"Đường Hưng Nhơn, Xã Tân Nhựt, Hồ Chí Minh"
THANH LÝ CĂN NHÀ 1 TRỆT 1 LẦU QL 50 GIÁ 1tỷ035 CHO THUÊ 12tr/THÁNG,5m,1.0,3.0,Có,"1,035 tỷ",100 m²,5x20m,08/10/2025,"Đường Quốc Lộ 50, Xã Bình Hưng, Hồ Chí Minh"
CHÍNH CHỦ BÁN TÒA CĂN HỘ DỊCH VỤ 5X20.5 + XÂY 6 TẦNG THANG MÁY - 10 PHÒNG RỘNG ĐỦ PCCC,6m,6.0,10.0,Có,23 tỷ,103 m²,"5x20,5m",08/10/2025,"Đường Trường Sơn, Phường Tân Sơn Hòa, Hồ Chí Minh"
"🏢 TÒA NHÀ ĐẸP & HIẾM – 2 HẦM 17 TẦNG MẶT TIỀN LŨY BÁN BÍCH, TÂN PHÚ - DT đất : 1250m2",40m,17.0,17.0,Không,259 tỷ,1250 m²,25x52m,08/10/2025,"Đường Lũy Bán Bích, Phường Tân Phú, Hồ Chí Minh"
"Phố đi bộ Bùi Viện – nhà mặt tiền cho thuê 220 triệu/tháng, cơ hội vàng chỉ 59 tỷ",20m,6.0,6.0,Không,59 tỷ,60 m²,"3,9x15m",08/10/2025,"Đường Bùi Viện, Phường Bến Thành, Hồ Chí Minh"
"PHAN HUY ÍCH TÂN BÌNH ,DT 4×18 ,2 TẦNG ,HXT ,GẦN SÂN BAY ,EMART ,CHỢ ,NHỈNH 7 TỶ",8m,2.0,3.0,Có,"7,8 tỷ",70 m²,4x18m,08/10/2025,"Đường Phan Huy Ích, Phường Tân Sơn, Hồ Chí Minh"
"MẶT TIỀN KHU SÂN BAY ( 8 X 20M) 4 TẦNG NHÀ MỚI , THU NHẬP 100TR/THÁNG ,GIÁ CHỈ 36 TỶ",15m,4.0,8.0,Có,36 tỷ,160 m²,8x20m,08/10/2025,"Đường Lam Sơn, Phường Tân Sơn Hòa, Hồ Chí Minh"
"BÁN ĐẤT FULL THỔ CƯ NGAY CẦU ÔNG DẦU , ĐƯỜNG THÔNG THOÁNG, CÁCH QL13 200M, SỔ HỒNG RIÊNG",6m,,,Không,"5,6 tỷ",58 m²,"4,2x14m",08/10/2025,"Quốc Lộ 13, Phường Hiệp Bình, Hồ Chí Minh"
Buliding Nguyễn Văn Đậu. 9x36m sử dụng 300m2 DTS 1800m2. Hầm 9 tầng TM. HĐT .Giá 75 tỷ Tl,15m,8.0,,Có,75 tỷ,300 m²,9x36m,08/10/2025,"Đường Nguyễn Văn Đậu, Phường Bình Lợi Trung, Hồ Chí Minh"
"Sản phẩm đầu tư hẻm 8m Bạch Đằng,TB. 8,5x32m (275m2) CTXD: Hầm 6 tầng. đơn giá 110tr/m2",8m,2.0,,Có,"32,5 tỷ",275 m²,"8,5x32m",08/10/2025,"Đường Bạch Đằng, Phường Tân Sơn Hòa, Hồ Chí Minh"
"Bán Nhà đẹp HXH 10m Đặng Văn Ngữ, Phú Nhuận 4.2x19.6m, công nhận 82.3m², giá chỉ 17 tỷ!",10m,2.0,,Có,17 tỷ,82 m²,"4,2x19m",08/10/2025,"Đường Đặng Văn Ngữ, Phường Phú Nhuận, Hồ Chí Minh"
Bán nhà Mặt Tiền Đường Nguyễn Minh Hoàng p12 Q. TB dt: 5 x 16m KC : 3 lầu giá : 20 tỷ,12m,3.0,,Có,20 tỷ,80 m²,5x16m,08/10/2025,"Đường Nguyễn Minh Hoàng, Phường Bảy Hiền, Hồ Chí Minh"
"Bán Tòa Nhà Mặt Tiền 8 Tầng 8M, Lê Đức Thọ An Hội Đông dòng tiền 400tr, Chào 5X tỷ",20m,7.0,55.0,Có,"58,88 tỷ",320 m²,8x40m,08/10/2025,"Đường Lê Đức Thọ, Phường An Hội Đông, Hồ Chí Minh"
"CƠ HỘI CUỐI SỞ HỮU NHÀ 6 TẦNG LIỀN KỀ VẠN PHÚC - VEN SÔNG SÀI GÒN, CÓ THANG MÁY, ĐƯỜNG 9M",10m,5.0,6.0,Có,"11,3 tỷ",66 m²,"4,1x16m",08/10/2025,"Quốc Lộ 13, Phường Hiệp Bình, Hồ Chí Minh"
"Chính chủ: Nhà đúc 3.5 tấm - đường 7m sát mặt tiền QL13 - Ô tô đậu trong nhà, cần ra gấp",6m,4.0,4.0,Có,"6,8 tỷ",61 m²,"4,25x15m",08/10/2025,"Quốc Lộ 13, Phường Hiệp Bình, Hồ Chí Minh"
"Hiếm! Bán nhà mặt tiền Lý Thường Kiệt, P.6, Tân Bình (4x20m) 6 tầng - Giá bán 28 tỷ",20m,6.0,6.0,Không,28 tỷ,80 m²,4x20m,08/10/2025,"Đường Lý Thường Kiệt, Phường Tân Hòa, Hồ Chí Minh"
Chỉ 170Tr/m2 có ngay nhà HXH ngay Điện Biên Phủ (9x20m) 180m2 đất - CTXD Hầm 6 lầu,6m,1.0,1.0,Không,"30,7 tỷ",180 m²,9x20m,08/10/2025,"Đường Điện Biên Phủ, Phường Thạnh Mỹ Tây, Hồ Chí Minh"
Chỉ 170Tr/m2 có ngay nhà HXH Nguyễn Gia Trí (9x20m) 180m2 đất - CTXD Hầm 6 lầu,6m,1.0,1.0,Không,"30,7 tỷ",180 m²,9x20m,08/10/2025,"Đường Nguyễn Gia Trí, Phường Thạnh Mỹ Tây, Hồ Chí Minh"
"310m2, BÁN TOÀ CHDV 6 TẦNG, 62P, CỘNG HOÀ, HXH, P13 TÂN BÌNH, 29 TỶ TL",8m,6.0,62.0,Có,29 tỷ,310 m²,10x30m,08/10/2025,"Đường Cộng Hòa, Phường Tân Bình, Hồ Chí Minh"
"BÁN GẤP NHÀ RIÊNG: 1 TRỆT + 1 LẦU ĐÚC, 02PN + 02 WC, QUẬN BÌNH THẠNH.","2,5m",1.0,2.0,Không,"3,05 tỷ",55 m²,"4,34x12,69m",08/10/2025,"Đường Bình Quới, Phường Bình Quới, Hồ Chí Minh"
"CHÍNH CHỦ CẦN BÁN GẤP NHÀ NGAY MẶT TIỀN ĐƯỜNG XUÂN THỜI 3, HÓC MÔN",20m,1.0,5.0,Không,"14,3 tỷ",290 m²,,08/10/2025,"Đường Xuân Thới 3, Xã Xuân Thới Sơn, Hồ Chí Minh"
"TÒA NHÀ 11 TẦNG, ~350TR/TH - 2 MẶT TIỀN KD PHẠM VĂN HAI - 769m2 - 165 TỶ",20m,11.0,10.0,Không,165 tỷ,769 m²,7x36m,08/10/2025,"Đường Phạm Văn Hai, Phường Tân Sơn Nhất, Hồ Chí Minh"
Siêu phẩm khan hiếm MT Ngay trục Nguyễn Hoàng Q.2 - 14x24m - 4 tầng HĐT 160tr giá 86 tỷ.,16m,4.0,4.0,Không,"86,1 tỷ",3000 m²,14x25m,08/10/2025,"Đường Nguyễn Hoàng, Phường An Khánh, Hồ Chí Minh"
"Bán nhà khu biệt thự công viên 42 Nguyễn Minh Hoàng, 5m x 16.5m giá 21.9 tỷ",10m,4.0,4.0,Không,"21,9 tỷ",80 m²,,08/10/2025,"Đường Nguyễn Minh Hoàng, Phường Bảy Hiền, Hồ Chí Minh"
"Bán căn góc 2 mặt tiền đường Cộng Hòa, P13, Tân Bình. DT: 5.2m x 16m, nhà 4 lầu",8m,4.0,4.0,Không,17 tỷ,82 m²,,08/10/2025,"Đường Cộng Hòa, Phường Tân Bình, Hồ Chí Minh"
"NHÀ ĐẸP 4 LẦU THANG MÁY BÀNH VĂN TRÂN, P7, TÂN BÌNH - 6,5mx17m CHỈ 20.3 TỶ",10m,4.0,7.0,Không,"20,3 tỷ",110 m²,"6,5x17m",08/10/2025,"Đường Bành Văn Trân, Phường Tân Sơn Nhất, Hồ Chí Minh"
"Bán nhà mặt tiền đường Nguyễn Thái Bình - ngay K300, P12, Tân Bình. DT: 6m x 26m, 153 m2",10m,4.0,4.0,Không,"26,9 tỷ",153 m²,,08/10/2025,"Đường Nguyễn Thái Bình, Phường Bảy Hiền, Hồ Chí Minh"
"Bán tòa nhà VP mặt tiền đường Cộng Hòa, P12, Tân Bình - có vỉa hè. 6 lầu giá 28.5 tỷ TL",30m,6.0,6.0,Không,"28,5 tỷ",80 m²,,08/10/2025,"Đường Cộng Hòa, Phường Bảy Hiền, Hồ Chí Minh"
"Bán nhà MTKD đường Trường Chinh, P14, Tân Bình. Giá từ 36 tỷ giảm 29.5 tỷ bán nhanh",20m,5.0,4.0,Không,"29,5 tỷ",112 m²,,08/10/2025,"Đường Trường Chinh, Phường Tân Bình, Hồ Chí Minh"
"Rẻ nhất khu vực MTKD đường Nguyễn Hồng Đào, 4.1m x 16m giá 16.5 tỷ còn bớt",8m,4.0,3.0,Không,"16,5 tỷ",67 m²,,08/10/2025,"Đường Nguyễn Hồng Đào, Phường Tân Bình, Hồ Chí Minh"
"Bán nhà mặt tiền KD đường Trương Công Định, 6 tầng thang máy giá 30.9 tỷ TL",10m,6.0,6.0,Không,"30,9 tỷ",112 m²,,08/10/2025,"Đường Trương Công Định, Phường Tân Bình, Hồ Chí Minh"
"Bán biệt thự gỗ Hoàng Hoa Thám, Tân Bình. (12.4x27m) giá chỉ nhỉnh 150 triệu/m2 quá rẻ",8m,4.0,5.0,Không,"51,9 tỷ",334 m²,,08/10/2025,"Đường Hoàng Hoa Thám, Phường Tân Bình, Hồ Chí Minh"
"Bán nhà 2MT đường Hoàng Việt - Nguyễn Đình Khơi - Út Tịch, P4, Tân Bình. DT: 10x18m",7m,2.0,3.0,Không,"23,5 tỷ",132 m²,,08/10/2025,"Đường Hoàng Việt, Phường Tân Sơn Nhất, Hồ Chí Minh"
"BÁN ĐẤT BIỆT THỰ THẢO ĐIỀN 19x25,5 GIÁ 116 TỶ",12m,,,Có,116 tỷ,485 m²,"19x25,7m",08/10/2025,"Đường Nguyễn Văn Hưởng, Phường An Khánh, Hồ Chí Minh"
"Bán Nhà MT Bùi Thị Xuân, P. Bến Thành Giá 65 Tỷ TL",12m,4.0,5.0,Không,65 tỷ,94 m²,4x23m,08/10/2025,"Đường Bùi Thị Xuân, Phường Bến Thành, Hồ Chí Minh"
"Bán Nhà MT Kinh Doanh Sầm Uất Chu Mạnh Trinh, Phường Bến Nghé, Quận 1 Ngang 5,2M Giá 65 Tỷ",16m,6.0,6.0,Không,65 tỷ,71 m²,"5,5x13m",08/10/2025,"Đường Chu Mạnh Trinh, Phường Sài Gòn, Hồ Chí Minh"
"Bán Nhà Siêu Vị Trí NgayVòng Xoay Phù Đổng Đường CMT8 Dòng Tiền 180 Triệu/tháng,Giá 35,5Tỷ",12m,5.0,10.0,Không,"35,5 tỷ",80 m²,"4,2x19m",08/10/2025,"Đường Cách Mạng Tháng Tám, Phường Bến Thành, Hồ Chí Minh"
"Cần Bán Hotel ngang 5M, Khu Vực Trần Hưng Đạo Quận 1, Dòng Tiền 90Tr/Tháng giá chỉ 46 Tỷ",20m,7.0,19.0,Không,46 tỷ,88 m²,"4,8x19m",08/10/2025,"Đường Trần Hưng Đạo, Phường Cầu Ông Lãnh, Hồ Chí Minh"
"Bán Nhà Mặt Tiền KDC Ấp 5, Xã Phong Phú, Huyện Bình Chánh",,2.0,4.0,Không,"12,2 tỷ",140 m²,,08/10/2025,"Đường số 9, Xã Bình Hưng, Hồ Chí Minh"
Chính chủ bán gấp nhà đường đặng dung - quận 1 giá 6tỷ620/64m2 sổ hồng riêng,"5,5m",3.0,5.0,Có,"6,62 tỷ",64 m²,4x16m,08/10/2025,"Đường Đặng Dung, Phường Tân Định, Hồ Chí Minh"
"Bán nhà phường 12 gò vấp, Phan Huy Ích, 6x24m, 4 tầng, ô tô vô nhà, 8 tỷ",5m,4.0,4.0,Có,"8,1 tỷ",140 m²,6x24m,08/10/2025,"Đường Phan Huy Ích, Phường An Hội Tây, Hồ Chí Minh"
"Mặt tiền nhánh Phan Huy Ích, P15 Tân Bình, gần sân bay, 115m, 4 tầng, ngang gần 5m, 12.x ỷ",12m,4.0,6.0,Có,"12,5 tỷ",115 m²,5x21m,08/10/2025,"Đường Phan Huy Ích, Phường Tân Sơn, Hồ Chí Minh"
"80tr vừa đất và Nhà, hẻm ô tô tránh, Thống Nhất Gò Vấp, 5 Tầng, 6x35m, 13.xx tỷ",6m,5.0,10.0,Có,"13,999 tỷ",210 m²,6x35m,08/10/2025,"Đường Thống Nhất, Phường An Hội Tây, Hồ Chí Minh"
"Bán nhà Mặt tiền Chợ Hoàng Hoa Thám, Phường 13 Tân Bình, 5x14m, Đường 8m, 11.x tỷ",8m,1.0,1.0,Có,"11,9 tỷ",70 m²,5x14m,08/10/2025,"Đường Hoàng Hoa Thám, Phường Tân Bình, Hồ Chí Minh"
"Bán nhà hẻm ô tô, Phan Huy Ích, Phường 15 Tân Bình,5x15m, 3 tầng, 4pn, 6.xx tỷ",4m,3.0,4.0,Có,"6,999 tỷ",75 m²,5x15m,08/10/2025,"Đường Phạm Văn Bạch, Phường Tân Sơn, Hồ Chí Minh"
Căn hộ 2PN-NTCB- chỉ 220 triệu nhận nhà ngay-Mặt tiền QL1,30m,20.0,2.0,Không,"1,2 tỷ",50 m²,5x10m,08/10/2025,"Đường Quốc lộ 1A, Xã Bình Chánh, Hồ Chí Minh"
NHANH MỚI KỊP - HUỲNH VĂN NGHỆ - PHẠM VĂN BẠCH - 75M2 - NGANG 5M - 3 TẦNG - GIÁ 7 TỶ,4m,4.0,4.0,Không,7 tỷ,75 m²,5x15m,08/10/2025,"Đường Huỳnh Văn Nghệ, Phường Tân Sơn, Hồ Chí Minh"
"Hẻm xe hơi góc 2MT Phạm Văn 2 phường 2 Tân Bình 5x15m, 3 lầu mới giá 14 tỷ",7m,4.0,15.0,Có,14 tỷ,75 m²,5x15m,08/10/2025,"Đường Phạm Văn Hai, Phường Tân Sơn Hòa, Hồ Chí Minh"
"Mặt tiền kinh doanh Phạm Văn Bạch, phường 15 Tân Bình , DT: 6,2x20m, giá 19,9 tỷ TL",30m,1.0,2.0,Có,"19,9 tỷ",124 m²,"6,2x20m",08/10/2025,"Đường Phạm Văn Bạch, Phường Tân Sơn, Hồ Chí Minh"
"Ngang gần 7m mặt tiền ngay nhà ga T3, P13, Tân Bình 93m2, với 4 tầng, giá 20 tỷ TL",20m,4.0,5.0,Có,20 tỷ,93 m²,"6,7x15m",08/10/2025,"Đường Phan Văn Sửu, Phường Tân Bình, Hồ Chí Minh"
"Cần bán căn nhà 134m2, 2MT trước sau, 1 sẹc QL22, Củ Chi, Giá 760tr.",6m,1.0,2.0,Không,760 triệu,134 m²,5x27m,08/10/2025,", Xã Thái Mỹ, Hồ Chí Minh"
"[ BÁN ĐẤT TẶNG NHÀ CẤP 3 ] ĐƯỜNG NƠ TRANG LONG 9,5X10M - CÁCH MẶT TIỀN 15M",6m,3.0,3.0,Có,"10,4 tỷ",95 m²,"9,5x10m",08/10/2025,"Đường Nơ Trang Long, Phường Bình Lợi Trung, Hồ Chí Minh"
"BÁN NHÀ PHỐ CHÍNH CHỦ NGUYỄN ĐÌNH CHIỂU, PHƯỜNG 5, QUẬN 3. GIÁ 5.33TỶ/48M2 - ÔTÔ ĐẬU CỬA",5m,3.0,4.0,Có,"5,33 tỷ",48 m²,4x12m,08/10/2025,"Đường Nguyễn Đình Chiểu, Phường Bàn Cờ, Hồ Chí Minh"
"""Giá Siêu Rẻ! (77 triệu/m2 -173m2, 5.2 x 33m)-Khu VIP ngay Bàu Cát Tân Bình P12, Tân Bình",7m,2.0,4.0,Có,13 tỷ,173 m²,"5,2x33m",08/10/2025,"Đường Bàu Cát, Phường Bảy Hiền, Hồ Chí Minh"
"Bán nhà riêng Hẻm 7m 333/ Lê Văn Sỹ P1 Tân Bình - ngang đẹp 6m, đc xây Hầm, 5 tầng",7m,2.0,3.0,Có,"12,5 tỷ",84 m²,6x14m,08/10/2025,"Đường Lê Văn Sỹ, Phường Tân Sơn Hòa, Hồ Chí Minh"
Hạ giá bán gấp từ 23 về 19.5 tỷ mặt tiền đường Bảy Hiền- Lạc Long Quân quận Tân Bình.,16m,2.0,3.0,Có,"19,5 tỷ",98 m²,5x20m,08/10/2025,"Đường Bảy Hiền, Phường Bảy Hiền, Hồ Chí Minh"
"HXH Thích Minh Nguyệt, P2, TB, DT: 3.6 x 11m, CN 38m, 2 tầng, Giá chỉ 6.8 tỷ TL",5m,2.0,2.0,Có,"6,8 tỷ",38 m²,"3,6x11m",08/10/2025,"Đường Phổ Quang, Phường Tân Sơn Hòa, Hồ Chí Minh"
"Mặt tiền kinh doanh Lạc Long Quân, P10 quận Tân Bình 4x23m, 4 lầu, thang máy giá 17.5 tỷ",20m,5.0,7.0,Có,"17,5 tỷ",92 m²,4x23m,08/10/2025,"Đường Lạc Long Quân, Phường Bảy Hiền, Hồ Chí Minh"
"Góc Vàng Duy Nhất - 330m2, Đất Trung Tâm Quận 1, Phù hơp xây Hầm 8-10 Tầng",30m,2.0,6.0,Không,185 tỷ,330 m²,11x30m,08/10/2025,"Đường Nguyễn Khắc Nhu, Phường Cầu Ông Lãnh, Hồ Chí Minh"
"Mặt Tiền NC4 Huỳnh Văn Nghệ, Phạm Văn Bạch Đa Ngành,5.05 x 18M, Đường 12M có lề, 10 Tỷ",12m,1.0,2.0,Có,10 tỷ,89 m²,"5,05x18m",08/10/2025,"Đường Huỳnh Văn Nghệ, Phường An Hội Tây, Hồ Chí Minh"
"Bán lô 51,5m2 full thổ cư nằm trong khu dân cư, sau lưng chợ đầu mối",5m,,,Không,"3,25 tỷ",52 m²,4x13m,08/10/2025,"Đường Ngô Chí Quốc, Phường Tam Bình, Hồ Chí Minh"
