Tiêu đề,Giá,Diện tích,Giá/m2,Số phòng ngủ,Số phòng tắm,Địa chỉ,Ngày đăng
"Nhà Quận 3, sát hẻm xe hơi, thiết kế có gu, chỉ nhỉnh 4 tỷ",4 tỷ,24 m²,"166,67 tr/m²",2,N/A,"Q. 3, Tp. Hồ Chí Minh",11/10/2025
"Lô đất Củ Chi 2 mặt tiền, nở hậu, giá mềm - chốt nhanh kẻo lỡ","2,35 tỷ",150 m²,"15,67 tr/m²",N/A,N/A,"H. Củ Chi, Tp. Hồ Chí Minh",11/10/2025
"Nhà 2 tầng phân lô, đường ô tô tránh, tặng nội thất, giá chỉ 6,2 tỷ","6,2 tỷ",80 m²,"77,5 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Nhà 3 tầng, 3 phòng ngủ, sổ hồng riêng, hoàn công, đường Huỳnh Tấn Phát, Quận 7 - Giá nhỉnh 4 tỷ",4 tỷ,45 m²,"88,89 tr/m²",3,N/A,"Q. 7, Tp. Hồ Chí Minh",11/10/2025
"Nhà xinh 3 tầng, Tân Phú, 2 phòng ngủ, hẻm thông thoáng, giá yêu thương",Thương lượng,18 m²,N/A,2,2,"Q. Tân Phú, Tp. Hồ Chí Minh",11/10/2025
Quận 1 - Nhà mặt tiền Hoàng Sa giá 8 tỷ - Đầu tư là lời,8 tỷ,52 m²,"153,85 tr/m²",5,N/A,"Q. 1, Tp. Hồ Chí Minh",11/10/2025
"Biệt thự mặt tiền cư xá Bắc Hải, Quận 10 diện tích 6.5m x 15m, 4 tầng, giá chỉ 19 tỷ",19 tỷ,97.5 m²,"194,87 tr/m²",5,N/A,"Q. 10, Tp. Hồ Chí Minh",11/10/2025
Bán gấp lô đất - làm kho xưởng 856m2- mặt tiền đường Bà Điểm - Hóc Môn,40 tỷ,856 m²,"46,73 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",11/10/2025
Bán lô đất mặt tiền kinh doanh 260m2 - Trần Thị Bốc - Hóc Môn - giá tốt,"12,5 tỷ",260 m²,"48,08 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",11/10/2025
"Chủ hạ giá 200 triệu bán gấp căn nhà đẹp 1 trệt 1 lầu, 3 phòng ngủ dọn vào ở ngay","2,3 tỷ",60 m²,"38,33 tr/m²",3,2,"H. Bình Chánh, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà 2 tầng, 4 phòng ngủ, diện tích 90m2, gần Nhà thờ Xóm Thuốc, hẻm xe hơi, giá 5.5 tỷ","5,5 tỷ",90 m²,"61,11 tr/m²",4,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Khám phá cơ hội đầu tư độc đáo tại vị trí đắc địa Linh Đông, Thủ Đức, nơi dòng tiền sinh sôi nảy nở","17,5 tỷ",200 m²,"87,5 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà mặt tiền Nguyễn Tư Nghiêm, quận 2, giá 17 tỷ",17 tỷ,116 m²,"146,55 tr/m²",6,8,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Bán đất mặt tiền đường 2 Bình Trưng Đông, quận 2, giá 7,2 tỷ","7,2 tỷ",86.8 m²,"82,95 tr/m²",1,1,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
Bán đất đường 154 Tân Phú Quận 9 giá 32 tỷ tặng dãy trọ,32 tỷ,520 m²,"61,54 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà mặt tiền đường 17 An Phú, quận 2, giá 27,5 tỷ","27,5 tỷ",100 m²,275 tr/m²,4,5,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
Bán nhà mặt tiền Nguyễn Duy Trinh Long Trường quận 9 giá 19 tỷ,19 tỷ,167 m²,"113,77 tr/m²",3,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Nhà mặt tiền siêu phẩm Tân Bình, kinh doanh đỉnh, tương lai lộ giới 30m",Thương lượng,72 m²,N/A,N/A,N/A,"Q. Tân Bình, Tp. Hồ Chí Minh",11/10/2025
"Bán đất phường Tân Xuân, đường nhựa 10m, dân cư đông đúc",Thương lượng,130 m²,N/A,N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",11/10/2025
"Đất thổ cư 97.6m2, hẻm bê tông 3m đường Trung Mỹ, Tân Xuân, Hóc Môn - Giá 3.2 tỷ","3,2 tỷ",114 m²,"28,07 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",11/10/2025
"Ngân hàng thanh lý kho bãi Bình Chánh diện tích 322m2, thu nhập 35 triệu/tháng","1,5 tỷ",322 m²,"4,66 tr/m²",N/A,N/A,"H. Bình Chánh, Tp. Hồ Chí Minh",11/10/2025
"Lê Văn Sỹ - Hẻm xe hơi vào nhà, ngang hơn 7m, diện tích 100m2, giá chỉ 1X tỷ",Thương lượng,105 m²,N/A,7,7,"Q. 3, Tp. Hồ Chí Minh",11/10/2025
"Gia trang 54m2 đường Nơ Trang Long, hẻm ô tô, giá 7 tỷ",7 tỷ,56 m²,125 tr/m²,N/A,N/A,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
"Nhà mới Bình Thạnh, cách hẻm xe tải chỉ 1 căn","4,45 tỷ",24 m²,"185,42 tr/m²",2,2,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
"Nhà đẹp 4 tầng khu Phan Xích Long, gần 80m2, giá chỉ 9 tỷ",9 tỷ,80 m²,"112,5 tr/m²",N/A,N/A,"Q. Phú Nhuận, Tp. Hồ Chí Minh",11/10/2025
Chủ cần tiền gấp lô 100m2 ngay mặt tiền đường lớn kết nối lên vành đai 3 - giá 2tỷ9,"2,9 tỷ",100 m²,29 tr/m²,N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"An cư lạc nghiệp tại Bình Chánh - Nhà đẹp, kinh doanh phát đạt",970 triệu,95 m²,"10,21 tr/m²",3,3,"H. Bình Chánh, Tp. Hồ Chí Minh",11/10/2025
"Nhà Phú Nhuận 3 phòng ngủ, thiết kế chất lừ, giá sốc sập sàn","5,95 tỷ",48 m²,"123,96 tr/m²",3,3,"Q. Phú Nhuận, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà quận Bình Tân, hẻm xe hơi thông thoáng, diện tích 55m2, nhà 2 tầng sổ hồng riêng","3,1 tỷ",55 m²,"56,36 tr/m²",2,2,"Q. Bình Tân, Tp. Hồ Chí Minh",11/10/2025
"Căn hộ dịch vụ view góc 5 lầu ngang 5m, 85m2, hẻm xe hơi Phạm Huy Thông, doanh thu 85 triệu/tháng",22 tỷ,85 m²,"258,82 tr/m²",15,15,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Nhà 5 tầng, 69m2, full nội thất, hẻm xe hơi, giáp quận 6, Tân Hòa Đông, Bình Tân",7.000 tỷ,72 m²,N/A,5,6,"Q. Bình Tân, Tp. Hồ Chí Minh",11/10/2025
"Bán đất xây nhà cao tầng 112m2, hẻm xe hơi Dương Quảng Hàm ngang 4m sát Bình Thạnh","11,5 tỷ",112 m²,"102,68 tr/m²",7,7,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà Nguyễn Tư Nghiêm, Bình Trưng Tây 100m, 5 tầng khu vip",14 tỷ,100 m²,140 tr/m²,6,7,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Biệt thự hẻm 16m, vỉa hè rộng, xe hơi vào nhà, ngang 7m bề thế",Thương lượng,126 m²,N/A,N/A,N/A,"Q. Bình Thạnh, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà hẻm xe hơi Gò Vấp, gần Nguyễn Văn Lượng, 66m², 4 phòng ngủ, giá bán 7,2 tỷ","7,2 tỷ",66 m²,"109,09 tr/m²",4,3,"Q. Gò Vấp, Tp. Hồ Chí Minh",11/10/2025
"Bán kho bãi đường Trịnh Quang Nghị, Bình Chánh, diện tích 322m2, doanh thu dự kiến 25-35 triệu/ tháng","1,5 tỷ",322 m²,"4,66 tr/m²",N/A,N/A,"H. Bình Chánh, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà 3 tầng mới, đường 160, Tăng Nhơn Phú A, giá 8,2 tỷ","8,2 tỷ",81 m²,"101,23 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Tòa nhà 7 tầng đường Phạm Văn Hai, Tân Bình - Vẻ đẹp vuông vức, đường 10m, ô tô vi vu","29,9 tỷ",107 m²,"279,44 tr/m²",7,8,"Q. Tân Bình, Tp. Hồ Chí Minh",11/10/2025
"Biệt thự khu Đặng Dung, Quận 1 10m x 8.5m, 3 tầng, xe hơi tới nhà, nhỉnh 18 tỷ",18 tỷ,85 m²,"211,76 tr/m²",N/A,N/A,"Q. 1, Tp. Hồ Chí Minh",11/10/2025
"Giao dịch đất nền khu dân cư, mặt tiền 10m, an cư lạc nghiệp",400 triệu,250 m²,"1,6 tr/m²",N/A,N/A,"Q. 6, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà Phước Kiểng, Lê Văn Lương, diện tích 108m2, full thổ cư, 2 lầu kiên cố, 4 phòng ngủ","5,99 tỷ",110 m²,"54,45 tr/m²",4,3,"H. Nhà Bè, Tp. Hồ Chí Minh",11/10/2025
"Mặt tiền Trần Quang Cơ, nhà 3 tầng, kinh doanh đỉnh, trung tâm Quận 12 - Giá nhỉnh 8 tỷ!",8 tỷ,74 m²,"108,11 tr/m²",4,4,"Q. 12, Tp. Hồ Chí Minh",11/10/2025
"Nhà 2 tầng sát mặt tiền đường Thoại Ngọc Hầu, Tân Phú, diện tích 48m2, giá hơn 4 tỷ",4 tỷ,48 m²,"83,33 tr/m²",N/A,N/A,"Q. Tân Phú, Tp. Hồ Chí Minh",11/10/2025
"Bán đất kế khu Tên Lửa 85m2, ngang lớn 5m, xe hơi tới nơi, giá 5,3 tỷ","5,3 tỷ",85 m²,"62,35 tr/m²",N/A,N/A,"Q. Bình Tân, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà khu Tên Lửa 128m2, ngang 5m, xe hơi đỗ cửa, thu nhập 20 triệu/ tháng","6,5 tỷ",128 m²,"50,78 tr/m²",8,8,"Q. Bình Tân, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà hẻm sát mặt tiền Âu Cơ, Tân Phú, diện tích 3,6m x 17m, 4 ngủ, cực đẹp, chỉ 4,55 tỷ","4,55 tỷ",60 m²,"75,83 tr/m²",3,N/A,"Q. Tân Phú, Tp. Hồ Chí Minh",11/10/2025
"Bán đất hẻm xe tải đường Tam Đa, quận 9 giá 4,1 tỷ","4,1 tỷ",128 m²,"32,03 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà Vinhomes Grand Park Quận 9, 63m2, 2 phòng ngủ, đường ô tô, giá chỉ 3.7 tỷ","3,7 tỷ",63 m²,"58,73 tr/m²",2,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh",11/10/2025
Đất làm kho xưởng cần bán gấp 287m2 giá 750 triệu gọi ngay xem đất,750 triệu,287 m²,"2,61 tr/m²",N/A,N/A,"H. Củ Chi, Tp. Hồ Chí Minh",11/10/2025
"Bán lô đất 112m2 giá chỉ 1,67 tỷ khu nhà giàu Hiệp Thành, quận 12 gọi cho em xem đất","1,67 tỷ",112 m²,"14,91 tr/m²",N/A,N/A,"Q. 12, Tp. Hồ Chí Minh",11/10/2025
Bán gấp lô đất mặt tiền đường 150m2 giá chỉ 595 triệu thị trấn Củ Chi,595 triệu,150 m²,"3,97 tr/m²",N/A,N/A,"H. Củ Chi, Tp. Hồ Chí Minh",11/10/2025
Bán lô đất đẹp 120m2 - chợ Tân Hiệp - Hóc Môn - giá tốt đầu tư,"1,36 tỷ",120 m²,"11,33 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",11/10/2025
Bán lô đất 960m2 - làm kho xưởng - đầu tư - Xuân Thới Thượng - gọi cho em xem đất,18 tỷ,960 m²,"18,75 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",11/10/2025
"Hạ giá bán 50m2 - giá 1,56 tỷ An Phú Đông - Quận 12","1,56 tỷ",50 m²,"31,2 tr/m²",N/A,N/A,"Q. 12, Tp. Hồ Chí Minh",11/10/2025
Bán 176m2 - Đông Thạnh - Hóc Môn - giá đầu tư - gọi cho em xem đất,"5,8 tỷ",176 m²,"32,95 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",11/10/2025
Bán lô đất mặt tiền quốc lộ 22 - 12.655m2 - giá 56 tỷ - Tân Hiệp - Hóc Môn,56 tỷ,12.655 m²,"4,43 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",11/10/2025
Bán lô đất 246m2 - Tân Hiệp - Hóc Môn - giá đầu tư - gọi cho em xem đất,"4,5 tỷ",246 m²,"18,29 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",11/10/2025
Bán nhà đẹp 40m2 - 2 phòng ngủ - 2wc - Nguyễn Sỹ Sách - Tân Bình - dọn vào ở ngay,"3,8 tỷ",40 m²,95 tr/m²,2,2,"Q. Tân Bình, Tp. Hồ Chí Minh",11/10/2025
Bán lô đất mặt 225m2 - giá chỉ hơn 7 tỷ - mặt tiền kinh doanh Đông Thạnh - Hóc Môn,"7,5 tỷ",225 m²,"33,33 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",11/10/2025
Bán lô đất 110m2 - giá chỉ 2 tỷ 800 triệu - chợ Xuân Thới Thượng - Hóc Môn,"2,8 tỷ",110 m²,"25,45 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",11/10/2025
Bán lô đất mặt tiền kinh doanh 550m2 - thị trấn Hóc Môn - gọi cho em xem đất,29 tỷ,550 m²,"52,73 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",11/10/2025
Bán lô đất đẹp giá đầu tư 632 - giá chỉ 6 tỷ 800 triệu - Xuân Thới Thượng - Hóc Môn,"6,8 tỷ",632 m²,"10,76 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",11/10/2025
"Chủ gửi bán 2 lô đất 80m2 - giá chỉ 1,67 tỷ - gần chợ Tô Ký - Hóc Môn","1,67 tỷ",80 m²,"20,88 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",11/10/2025
Bán lô đất lớn 13ha - Bà Điểm - Hóc Môn - giá đầu tư cho anh chị,Thương lượng,13.365 m²,N/A,N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",11/10/2025
Bán gấp lô đất 115m2 - Bà Điểm - Hóc Môn - giá đầu tư - gọi cho em xem đất,"4,6 tỷ",115 m²,40 tr/m²,N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",11/10/2025
"Bán lô đất làm nhà vườn 2700m2, giá chỉ 5,7 tỷ, Bình Lợi - Bình Chánh","5,7 tỷ",2.700 m²,"2,11 tr/m²",N/A,N/A,"H. Bình Chánh, Tp. Hồ Chí Minh",11/10/2025
Bán lô đất 1000m2 làm kho xưởng tại Hóc Môn - giá đầu tư cho anh chị,35 tỷ,1.000 m²,35 tr/m²,N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",11/10/2025
Bán nhà Tân Phú gần siêu thị Aeon Tân Phú - 4 tầng - 3 phòng ngủ - 4wc - gọi cho em xem nhà,"6,4 tỷ",58 m²,"110,34 tr/m²",3,4,"Q. Tân Phú, Tp. Hồ Chí Minh",11/10/2025
"Căn hộ dịch vụ 3 tầng, 24 phòng, thu nhập 60 triệu/tháng, đường 16m, Tân Phú đầu tư là lời ngay",14 tỷ,156.52 m²,"89,45 tr/m²",N/A,N/A,"Q. Tân Phú, Tp. Hồ Chí Minh",11/10/2025
Nhà 41m2 gần Đầm Sen giá chỉ 3.19 tỷ nè,"3,19 tỷ",41 m²,"77,8 tr/m²",2,2,"Q. 11, Tp. Hồ Chí Minh",11/10/2025
Cơ hội sở hữu nhà mới 3 tầng tại trung tâm đường Lý Thường Kiệt,6 tỷ,56 m²,"107,14 tr/m²",N/A,N/A,"Q. 10, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà lô góc 2 mặt tiền Nguyễn Hậu – Chu Văn An, Tân Phú - kinh doanh đỉnh","17,5 tỷ",82 m²,"213,41 tr/m²",4,4,"Q. Tân Phú, Tp. Hồ Chí Minh",11/10/2025
"Giảm ngay 300 triệu trả góp 3,5 triệu/tháng sở hữu nhà mặt tiền Quốc lộ 1A",340 triệu,65 m²,"5,23 tr/m²",3,2,"H. Hóc Môn, Tp. Hồ Chí Minh",11/10/2025
"Bán nhà hẻm ô tô 5m đường Bình Giã, 2 lầu, 4 phòng ngủ","6,5 tỷ",62 m²,"104,84 tr/m²",4,N/A,"Q. 8, Tp. Hồ Chí Minh",10/10/2025
"Hẻm 7m, nhà 3 tầng sát Tân Phú, 44m2, chỉ 5 tỷ",5 tỷ,44 m²,"113,64 tr/m²",3,3,"Q. Bình Tân, Tp. Hồ Chí Minh",10/10/2025
"Căn hộ dịch vụ Nguyễn Thái Sơn 25 phòng, doanh thu 200 triệu/tháng, giá 27.5 tỷ thương lượng","27,5 tỷ",141 m²,"195,04 tr/m²",N/A,N/A,"Q. Gò Vấp, Tp. Hồ Chí Minh",10/10/2025
"Bán nhà hẻm 3m thông thoáng tại cư xá Phú Lâm A, quận 6. Diện tích 21m2, 3 tầng, 3 tỷ",3 tỷ,21 m²,"142,86 tr/m²",N/A,N/A,"Q. 6, Tp. Hồ Chí Minh",10/10/2025
"Bán nhà 36,3m2, gần chợ Trung Chánh, giá chỉ 1,5 tỷ","1,5 tỷ",36.3 m²,"41,32 tr/m²",2,2,"H. Hóc Môn, Tp. Hồ Chí Minh",10/10/2025
"Nhà 3 tầng đúc kiên cố hẻm vip Phú Thọ Hòa, Tân Phú","3,5 tỷ",21 m²,"166,67 tr/m²",2,2,"Q. Tân Phú, Tp. Hồ Chí Minh",10/10/2025
"Nhà đẹp 6 tầng Lê Văn Quới, giảm sốc 1 tỷ, hẻm xe tải đỗ cửa",15 tỷ,200 m²,75 tr/m²,N/A,N/A,"Q. 10, Tp. Hồ Chí Minh",10/10/2025
"Bán đất vườn Kênh 6 - Vườn Thơm, Bình Lợi","27,3 tỷ",9.130 m²,"2,99 tr/m²",N/A,N/A,"H. Bình Chánh, Tp. Hồ Chí Minh",10/10/2025
Bán đất góc 2 mặt tiền Phạm Tấn Mười - Quy Đức - Bình Chánh,28 tỷ,5.000 m²,"5,6 tr/m²",N/A,N/A,"H. Bình Chánh, Tp. Hồ Chí Minh",10/10/2025
"Bán đất full thổ cư đường tỉnh lộ 10, Bình Tân",39 tỷ,1.500 m²,26 tr/m²,N/A,N/A,"Q. Bình Tân, Tp. Hồ Chí Minh",10/10/2025
"Bán đất 1,5ha mặt tiền Hưng Long - Quy Đức",Thương lượng,15.000 m²,N/A,N/A,N/A,"H. Bình Chánh, Tp. Hồ Chí Minh",10/10/2025
"Bán gấp lô đất 112m2, giá chỉ 1,1 tỷ gần chợ, ủy ban Vĩnh Lộc B, đặt cọc gọi cho em","1,1 tỷ",112 m²,"9,82 tr/m²",N/A,N/A,"H. Bình Chánh, Tp. Hồ Chí Minh",10/10/2025
"Bán lô đất gần chợ Tân Xuân 96m2 giá chỉ 1,28 tỷ gọi xem đất","1,28 tỷ",96 m²,"13,33 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",10/10/2025
"Cần bán lô đất gần chợ đầu mối Hóc Môn 80m2, giá chỉ 1,2 tỷ","1,2 tỷ",80 m²,15 tr/m²,N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",10/10/2025
"Bán rẻ lô đất Tân Hiệp, Hóc Môn, 118m2, giá chỉ 1,45 tỷ gọi ngay xem đất","1,45 tỷ",118 m²,"12,29 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",10/10/2025
Bán lô đất rẻ 346m2 - giá 2 tỷ 500 triệu - Tân Phú Trung - Củ Chi,"2,5 tỷ",346 m²,"7,23 tr/m²",N/A,N/A,"H. Củ Chi, Tp. Hồ Chí Minh",10/10/2025
"Kẹt vốn bán gấp nhà Vũ Tông Phan, quận 2, giá 2,65 tỷ, 56m2, đường hẻm thông thoáng, rộng rãi","2,65 tỷ",56 m²,"47,32 tr/m²",4,5,"Tp. Thủ Đức, Tp. Hồ Chí Minh",10/10/2025
Chủ gửi bán lô đất gần chợ Cầu Đồng 128m2 - 1 tỷ 800 triệu - Thạnh Lộc - quận 12,"1,8 tỷ",128 m²,"14,06 tr/m²",N/A,N/A,"Q. 12, Tp. Hồ Chí Minh",10/10/2025
"Bán đất thổ cư tại khu dân cư 274 Nguyễn Văn Tạo, xã Long Thới, huyện Nhà Bè","4,2 tỷ",119 m²,"35,29 tr/m²",N/A,N/A,"H. Nhà Bè, Tp. Hồ Chí Minh",10/10/2025
"Chủ gửi bán 72m2 mặt tiền - giá 1,39 tỷ - gần ủy ban nhân dân Tân Hiệp","1,39 tỷ",72 m²,"19,29 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",10/10/2025
"Biệt thự 4 tầng mới xây, đối diện Chung cư Sơn Kỳ, giá 12,5 tỷ","12,5 tỷ",100 m²,125 tr/m²,4,5,"Q. Tân Phú, Tp. Hồ Chí Minh",10/10/2025
"Bán gấp lô đất 219m2 Phước Thạnh, Củ Chi giá 600 triệu gọi ngay xem đất",600 triệu,219 m²,"2,74 tr/m²",N/A,N/A,"H. Củ Chi, Tp. Hồ Chí Minh",10/10/2025
"Bà chị gửi bán lô đất đẹp 90m2 gần chợ Việt Kiều giá 1,2 tỷ gọi đặt cọc","1,2 tỷ",90 m²,"13,33 tr/m²",N/A,N/A,"H. Củ Chi, Tp. Hồ Chí Minh",10/10/2025
"Bán nhà mặt tiền kinh doanh Lý Thường Kiệt, Phường 8, Tân Bình, 100m2, 5 tầng, thang máy","29,9 tỷ",100 m²,299 tr/m²,9,4,"Q. Tân Bình, Tp. Hồ Chí Minh",10/10/2025
"Bán nhà mặt tiền kinh doanh Ba Tháng Hai, phường 12, Quận 11, 81m2, 3 tầng, giá rẻ","17,5 tỷ",81 m²,"216,05 tr/m²",3,3,"Q. 11, Tp. Hồ Chí Minh",10/10/2025
"Bán nhà mặt tiền kinh doanh ngộp, hạ 14 tỷ, Hoàng Hoa Thám, phường 7, Bình Thạnh, 156m2, 3 tầng, ngang 8m","33,9 tỷ",156 m²,"217,31 tr/m²",6,6,"Q. Bình Thạnh, Tp. Hồ Chí Minh",10/10/2025
"Bán nhà mặt tiền đường số 2, khu dân cư Bến Lức, phường 7, quận 8, 110m2, 5 tầng, ngang 5m","11,6 tỷ",110 m²,"105,45 tr/m²",7,5,"Q. 8, Tp. Hồ Chí Minh",10/10/2025
"Bán nhà hẻm xe hơi nhỏ Trần Nhân Tôn, phường 9, quận 5, 50m2, 2 tầng, giá rẻ","8,5 tỷ",50 m²,170 tr/m²,3,1,"Q. 5, Tp. Hồ Chí Minh",10/10/2025
"Bán nhà đỗ cửa Trần Đình Xu, Cô Giang, quận 1, 86m2, 3 phòng ngủ, chỉ 4 tỷ","4,5 tỷ",86 m²,"52,33 tr/m²",3,2,"Q. 1, Tp. Hồ Chí Minh",10/10/2025
"Xoay tiền bán nhà Nguyễn Xí, phường 13, Bình Thạnh, giá 2,99 tỷ, diện tích 39m2, sổ riêng mua bán nhanh","2,99 tỷ",39 m²,"76,67 tr/m²",N/A,N/A,"Q. Bình Thạnh, Tp. Hồ Chí Minh",10/10/2025
"Bán căn hộ dịch vụ, hạ 1 tỷ gần Phan Văn Trị, phường 12, Bình Thạnh 120m2, 6 tầng",21 tỷ,120 m²,175 tr/m²,22,22,"Q. Bình Thạnh, Tp. Hồ Chí Minh",10/10/2025
"Siêu hot nhà Vĩnh Hội, quận 4, giá 2,67 tỷ, 60m2, xem nhà, hẻm xe hơi rộng rãi","2,67 tỷ",60 m²,"44,5 tr/m²",N/A,N/A,"Q. 4, Tp. Hồ Chí Minh",10/10/2025
"Vỡ bán gấp nhà Bàn Cờ, quận 3, giá 3,55 tỷ, 58m2, sổ riêng mua bán nhanh","3,55 tỷ",58 m²,"61,21 tr/m²",N/A,N/A,"Q. 3, Tp. Hồ Chí Minh",10/10/2025
"Bán nhà xưởng ful thổ hẻm đường Xuân Thới Thượng 59, Hóc Môn, 139m2, ngang 8m",4 tỷ,139 m²,"28,78 tr/m²",1,1,"H. Hóc Môn, Tp. Hồ Chí Minh",10/10/2025
"Bán nhà Đại Hải, Xuân Thới Thượng, Hóc Môn, diện tích 68m2, 2 tầng","4,95 tỷ",68 m²,"72,79 tr/m²",3,3,"H. Hóc Môn, Tp. Hồ Chí Minh",10/10/2025
"Cần sang gấp nhà Hồ Văn Huê, Phú Nhuận, giá 3,75 tỷ, 56m2, hẻm xe hơi rộng","3,75 tỷ",56 m²,"66,96 tr/m²",N/A,N/A,"Q. Phú Nhuận, Tp. Hồ Chí Minh",10/10/2025
Bán đất mặt tiền Nguyễn Duy Trinh Quận 9 giá 27 tỷ gần chợ,27 tỷ,222 m²,"121,62 tr/m²",N/A,N/A,"Tp. Thủ Đức, Tp. Hồ Chí Minh",10/10/2025
"Bán nhà Nơ Trang Long, phường 13, Bình Thạnh, 54m2, 2 tầng, ngang 7m, nở hậu, 7,85 tỷ","7,85 tỷ",54 m²,"145,37 tr/m²",2,2,"Q. Bình Thạnh, Tp. Hồ Chí Minh",10/10/2025
"Nhà 3 tầng đẹp nhất khu vực Thích Quảng Đức, giá chỉ 6.45 tỷ","6,45 tỷ",40 m²,"161,25 tr/m²",4,N/A,"Q. 3, Tp. Hồ Chí Minh",10/10/2025
"Nhà Bình Thạnh 4 tầng, nở hậu, gần chợ Bà Chiểu, giá chỉ 5.85 tỷ","5,85 tỷ",33 m²,"177,27 tr/m²",3,4,"Q. Bình Thạnh, Tp. Hồ Chí Minh",10/10/2025
"Nhà 75m2 kiệt ô tô, giá rẻ nhất khu vực Nguyễn Như Hạnh, chỉ 2.68 tỷ","2,68 tỷ",75 m²,"35,73 tr/m²",N/A,N/A,"Q. 12, Tp. Hồ Chí Minh",10/10/2025
"Bán căn nhà 58m2 đường Trường Thọ, Thủ Đức giá chỉ 1,8 tỷ dọn vào ở ngay","1,8 tỷ",58 m²,"31,03 tr/m²",3,2,"Tp. Thủ Đức, Tp. Hồ Chí Minh",10/10/2025
"Bán gấp lô đất 108m2 Đông Thạnh, Hóc Môn gọi ngay xem đất","1,64 tỷ",108 m²,"15,19 tr/m²",N/A,N/A,"H. Hóc Môn, Tp. Hồ Chí Minh",10/10/2025
"Gấp bán nhà đẹp gần cầu vượt 3 Tháng 2, trung tâm Quận 10",10 tỷ,31.35 m²,"318,98 tr/m²",3,N/A,"Q. 10, Tp. Hồ Chí Minh",10/10/2025
"Bán nhà 52m², gần phố đi bộ Bùi Viện, đường Trần Hưng Đạo, Cầu Kho, quận 1","5,68 tỷ",52 m²,"109,23 tr/m²",N/A,N/A,"Q. 1, Tp. Hồ Chí Minh",10/10/2025
"Bán nhà Bình Thạnh sát trường Đại học Văn Lang - Đặng Thuỳ Trâm, 4 tầng 5 phòng ngủ, giá 10 tỷ",10 tỷ,60 m²,"166,67 tr/m²",4,5,"Q. Bình Thạnh, Tp. Hồ Chí Minh",10/10/2025
